ensembl_gene_id	chromosome_name	start_position	end_position	mmusculus_homolog_ensembl_gene	mmusculus_homolog_orthology_confidence
ENSG00000185269	17	79910388	79919716	ENSMUSG00000042988	1
ENSG00000255819	12	10524952	10562745	ENSMUSG00000043932	0
ENSG00000131759	17	38465444	38513094	ENSMUSG00000037992	1
ENSG00000065609	6	84262599	84419410	ENSMUSG00000033419	1
ENSG00000110324	11	117857063	117872196	ENSMUSG00000032089	1
ENSG00000162105	11	70313961	70963623	ENSMUSG00000037541	1
ENSG00000150275	10	55562531	57387702	ENSMUSG00000052613	0
ENSG00000082397	18	5392383	5630699	ENSMUSG00000024044	1
ENSG00000138669	4	82009837	82136218	ENSMUSG00000029334	1
ENSG00000142538	19	49925671	49926698	ENSMUSG00000038300	1
ENSG00000261949	19	49927006	49932075	ENSMUSG00000095276	1
ENSG00000140688	16	31500792	31520630	ENSMUSG00000030780	1
ENSG00000180353	3	121350246	121379774	ENSMUSG00000022831	1
ENSG00000148835	10	105127724	105148822	ENSMUSG00000025049	1
ENSG00000100201	22	38879445	38903665	ENSMUSG00000055065	1
ENSG00000104888	19	49932658	49945617	ENSMUSG00000070570	1
ENSG00000104738	8	48872745	48890720	ENSMUSG00000022673	1
ENSG00000164091	3	52288437	52322036	ENSMUSG00000020257	1
ENSG00000164438	5	170736288	170739138	ENSMUSG00000040610	1
ENSG00000158941	8	22462145	22479027	ENSMUSG00000033712	1
ENSG00000163050	1	227085237	227175246	ENSMUSG00000026489	1
ENSG00000140463	15	72978527	73030817	ENSMUSG00000025235	0
ENSG00000197971	18	74690783	74845639	ENSMUSG00000041607	1
ENSG00000100722	14	89029253	89079853	ENSMUSG00000021012	1
ENSG00000142765	1	27668513	27680421	ENSMUSG00000028860	1
ENSG00000154822	3	16844159	17132086	ENSMUSG00000038910	1
ENSG00000158604	7	44617493	44621886	ENSMUSG00000004394	1
ENSG00000101940	X	48448430	48463581	ENSMUSG00000031166	1
ENSG00000164919	8	100885428	100906290	ENSMUSG00000014313	1
ENSG00000133316	11	62599814	62609281	ENSMUSG00000042729	1
ENSG00000138315	10	74653339	74692791	ENSMUSG00000009654	1
ENSG00000164111	4	122589110	122618268	ENSMUSG00000027712	1
ENSG00000168237	3	52321105	52329272	ENSMUSG00000020258	1
ENSG00000142444	19	11039409	11044211	ENSMUSG00000048429	1
ENSG00000107147	9	138594031	138684992	ENSMUSG00000058740	1
ENSG00000089351	19	35485688	35517375	ENSMUSG00000001248	1
ENSG00000221977	14	22133297	22134238	ENSMUSG00000035626	1
ENSG00000177453	5	43192173	43280952	ENSMUSG00000095930	1
ENSG00000120798	12	95414005	95467479	ENSMUSG00000005897	1
ENSG00000183283	12	51632076	51665146	ENSMUSG00000000346	1
ENSG00000130762	1	3370990	3397677	ENSMUSG00000029032	1
ENSG00000181163	5	170814120	170838141	ENSMUSG00000090602	0
ENSG00000104872	19	49949555	49956754	ENSMUSG00000003423	1
ENSG00000198250	10	47657581	47701443	ENSMUSG00000047441	0
ENSG00000112655	6	43044006	43129457	ENSMUSG00000023972	1
ENSG00000124588	6	2988221	3019996	ENSMUSG00000046949	1
ENSG00000138670	4	82347547	82965397	ENSMUSG00000029333	1
ENSG00000112972	5	43289497	43313614	ENSMUSG00000093930	1
ENSG00000164631	7	6728064	6746554	ENSMUSG00000029587	0
ENSG00000108576	17	28521337	28563020	ENSMUSG00000020838	1
ENSG00000213809	12	10524952	10544473	ENSMUSG00000030149	1
ENSG00000100206	22	38914954	38966291	ENSMUSG00000022429	1
ENSG00000120709	5	137667624	137685416	ENSMUSG00000034300	1
ENSG00000211782	14	22265459	22266058	ENSMUSG00000096397	0
ENSG00000215131	16	3543484	3545480	ENSMUSG00000005983	1
ENSG00000169696	17	79934683	79975282	ENSMUSG00000025142	1
ENSG00000211784	14	22293636	22294239	ENSMUSG00000095088	0
ENSG00000137648	11	117947753	117992605	ENSMUSG00000032091	1
ENSG00000125823	20	23420322	23425567	ENSMUSG00000055177	1
ENSG00000116704	1	67465015	67519782	ENSMUSG00000028521	1
ENSG00000160256	21	46359925	46396904	ENSMUSG00000032977	1
ENSG00000169418	1	153651113	153666468	ENSMUSG00000027931	1
ENSG00000158526	X	54466834	54471920	ENSMUSG00000025264	1
ENSG00000138308	10	74694928	74714536	ENSMUSG00000009646	1
ENSG00000136155	13	78109809	78219398	ENSMUSG00000022123	1
ENSG00000125831	20	23431040	23433494	ENSMUSG00000036958	1
ENSG00000105953	7	44646171	44748665	ENSMUSG00000020456	1
ENSG00000176595	8	1922044	1955102	ENSMUSG00000055675	1
ENSG00000183542	12	10559983	10562356	ENSMUSG00000033027	0
ENSG00000162591	1	3406484	3528059	ENSMUSG00000057751	1
ENSG00000243449	4	2043689	2045697	ENSMUSG00000070858	1
ENSG00000125815	20	23471738	23476655	ENSMUSG00000027442	1
ENSG00000077063	7	117350705	117514193	ENSMUSG00000000416	1
ENSG00000102384	X	100353178	100418670	ENSMUSG00000031262	1
ENSG00000196458	12	133498019	133532892	ENSMUSG00000023284	1
ENSG00000184949	22	38974125	39052634	ENSMUSG00000042564	0
ENSG00000101435	20	23545369	23549386	ENSMUSG00000027446	0
ENSG00000167014	15	45248900	45271427	ENSMUSG00000027229	1
ENSG00000152133	2	37311594	37326387	ENSMUSG00000050668	1
ENSG00000173335	20	23583047	23586513	ENSMUSG00000027445	0
ENSG00000102302	X	54471887	54522599	ENSMUSG00000025265	1
ENSG00000203963	1	67557848	67697536	ENSMUSG00000028520	0
ENSG00000161618	19	49956426	49974305	ENSMUSG00000007833	1
ENSG00000101439	20	23608534	23619110	ENSMUSG00000027447	1
ENSG00000036448	8	1993155	2113475	ENSMUSG00000031461	1
ENSG00000185122	8	145515280	145538385	ENSMUSG00000022556	1
ENSG00000022840	12	120971283	121015397	ENSMUSG00000041740	1
ENSG00000140263	15	45315302	45369383	ENSMUSG00000027227	1
ENSG00000131374	3	17198654	18486309	ENSMUSG00000023923	1
ENSG00000102984	16	71893583	71929239	ENSMUSG00000031728	1
ENSG00000130559	9	138700333	138799074	ENSMUSG00000026933	1
ENSG00000132554	8	100973164	101143496	ENSMUSG00000037627	1
ENSG00000182185	14	68286496	69196935	ENSMUSG00000059060	1
ENSG00000179299	4	40751914	40812002	ENSMUSG00000029206	1
ENSG00000151882	5	43376747	43412493	ENSMUSG00000074715	1
ENSG00000183153	17	38517235	38520067	ENSMUSG00000047197	1
ENSG00000100211	22	39052641	39069859	ENSMUSG00000022428	1
ENSG00000185818	4	2061239	2070816	ENSMUSG00000048142	1
ENSG00000115488	2	233897382	233899767	ENSMUSG00000079434	1
ENSG00000143933	2	47387221	47403740	ENSMUSG00000036438	1
ENSG00000122884	10	74766975	74856732	ENSMUSG00000019916	0
ENSG00000106330	7	100209725	100213007	ENSMUSG00000037221	1
ENSG00000131747	17	38544768	38574202	ENSMUSG00000020914	1
ENSG00000011143	17	56282803	56296966	ENSMUSG00000034121	1
ENSG00000100216	22	39077953	39080818	ENSMUSG00000022427	1
ENSG00000168003	11	62623518	62656352	ENSMUSG00000010095	1
ENSG00000197381	21	46493768	46646478	ENSMUSG00000020262	1
ENSG00000162594	1	67632083	67725662	ENSMUSG00000049093	0
ENSG00000172893	11	71139239	71163914	ENSMUSG00000058454	1
ENSG00000130997	4	2073645	2243848	ENSMUSG00000045102	1
ENSG00000172986	3	72937224	73047289	ENSMUSG00000030074	1
ENSG00000101463	20	24449835	24647252	ENSMUSG00000074736	1
ENSG00000255641	12	10564911	10588600	ENSMUSG00000052736	0
ENSG00000181378	2	219867568	219906249	ENSMUSG00000047021	1
ENSG00000100221	22	39081548	39097561	ENSMUSG00000022426	1
ENSG00000140279	15	45384848	45406542	ENSMUSG00000068452	1
ENSG00000102385	X	100474758	100519486	ENSMUSG00000000223	1
ENSG00000197102	14	102430865	102517129	ENSMUSG00000018707	1
ENSG00000090554	19	49977464	49989488	ENSMUSG00000089989	1
ENSG00000139737	13	78272023	78338377	ENSMUSG00000055717	1
ENSG00000015285	X	48534985	48549818	ENSMUSG00000031165	1
ENSG00000153246	2	160788519	160919121	ENSMUSG00000054580	1
ENSG00000105711	19	35521588	35531352	ENSMUSG00000019194	1
ENSG00000130560	9	138824815	138853226	ENSMUSG00000036352	1
ENSG00000142733	1	27681675	27693383	ENSMUSG00000028862	1
ENSG00000120733	5	137688285	137772717	ENSMUSG00000038773	1
ENSG00000159322	15	73043710	73078187	ENSMUSG00000025236	1
ENSG00000163605	3	73045936	73118350	ENSMUSG00000052144	1
ENSG00000111186	12	1639057	1756409	ENSMUSG00000030170	1
ENSG00000168497	2	192699028	192711981	ENSMUSG00000045954	1
ENSG00000171054	X	130677950	130679030	ENSMUSG00000051706	0
ENSG00000168918	2	233924677	234116549	ENSMUSG00000026288	1
ENSG00000100226	22	39101728	39134304	ENSMUSG00000042535	1
ENSG00000167984	16	3589033	3627401	ENSMUSG00000049871	1
ENSG00000151694	2	9628615	9695921	ENSMUSG00000052593	1
ENSG00000158109	1	3541566	3546691	ENSMUSG00000029030	1
ENSG00000163825	3	46538981	46542439	ENSMUSG00000066319	0
ENSG00000134602	X	131157293	131209971	ENSMUSG00000031112	1
ENSG00000102967	16	72042487	72058954	ENSMUSG00000031730	0
ENSG00000071539	5	892758	919472	ENSMUSG00000021569	1
ENSG00000109851	11	20177701	20182159	ENSMUSG00000030507	1
ENSG00000148411	9	138898383	138987131	ENSMUSG00000026932	1
ENSG00000114841	3	52350335	52434507	ENSMUSG00000019027	0
ENSG00000169994	2	128293378	128395304	ENSMUSG00000024388	1
ENSG00000077984	20	24929866	24940564	ENSMUSG00000068129	1
ENSG00000144339	2	192813769	193060435	ENSMUSG00000026109	1
ENSG00000163827	3	46556913	46621589	ENSMUSG00000032495	1
ENSG00000130119	X	54556644	54587504	ENSMUSG00000025266	1
ENSG00000140274	15	45406519	45410619	ENSMUSG00000027225	1
ENSG00000173915	10	105148798	105156223	ENSMUSG00000071528	1
ENSG00000055332	2	37326353	37384208	ENSMUSG00000024079	1
ENSG00000042493	2	85621871	85645555	ENSMUSG00000056737	1
ENSG00000136160	13	78469616	78493903	ENSMUSG00000022122	1
ENSG00000109854	11	20385231	20405329	ENSMUSG00000039745	1
ENSG00000116213	1	3547331	3569325	ENSMUSG00000029029	1
ENSG00000101474	20	24943561	24973615	ENSMUSG00000033096	1
ENSG00000127616	19	11071598	11176071	ENSMUSG00000032187	1
ENSG00000142748	1	27695603	27701315	ENSMUSG00000026938	0
ENSG00000107187	9	139088096	139096955	ENSMUSG00000026934	1
ENSG00000106327	7	100218039	100240402	ENSMUSG00000029716	1
ENSG00000105707	19	35531410	35557475	ENSMUSG00000001249	1
ENSG00000171823	12	1675159	1703331	ENSMUSG00000030019	1
ENSG00000137275	6	3064225	3115421	ENSMUSG00000021408	1
ENSG00000206432	18	5882071	5895954	ENSMUSG00000095407	1
ENSG00000232125	2	207516345	207583120	ENSMUSG00000069085	1
ENSG00000081985	1	67773047	67862583	ENSMUSG00000018341	1
ENSG00000155980	12	57943781	57980415	ENSMUSG00000074657	1
ENSG00000006831	12	1797740	1897844	ENSMUSG00000030168	1
ENSG00000143624	1	153700543	153746555	ENSMUSG00000027933	1
ENSG00000109061	17	10395624	10421860	ENSMUSG00000056328	1
ENSG00000174950	1	27705666	27709870	ENSMUSG00000028865	1
ENSG00000148843	10	105156405	105206049	ENSMUSG00000025047	1
ENSG00000165661	9	139098179	139137687	ENSMUSG00000036327	1
ENSG00000188827	16	3631182	3661599	ENSMUSG00000039738	1
ENSG00000185000	8	145539954	145550573	ENSMUSG00000022555	1
ENSG00000177098	11	118004092	118023603	ENSMUSG00000046480	1
ENSG00000140254	15	45409569	45422136	ENSMUSG00000027224	1
ENSG00000241186	3	46616045	46668033	ENSMUSG00000032494	1
ENSG00000152192	13	79172497	79177673	ENSMUSG00000048349	1
ENSG00000143776	1	227177566	227506175	ENSMUSG00000026490	1
ENSG00000154655	18	5954705	6415236	ENSMUSG00000041565	1
ENSG00000138400	2	207602487	207630271	ENSMUSG00000025963	1
ENSG00000138668	4	83273651	83295656	ENSMUSG00000000568	1
ENSG00000147439	8	22477931	22526661	ENSMUSG00000022089	1
ENSG00000056972	6	111877657	111927481	ENSMUSG00000019842	1
ENSG00000140830	16	72078188	72128330	ENSMUSG00000031723	1
ENSG00000152193	13	79188426	79233314	ENSMUSG00000022120	1
ENSG00000160360	9	139221932	139254057	ENSMUSG00000026930	1
ENSG00000181773	1	27719148	27722318	ENSMUSG00000049649	1
ENSG00000211796	14	22458735	22459177	ENSMUSG00000095689	0
ENSG00000126581	17	40962152	40985367	ENSMUSG00000035086	1
ENSG00000211798	14	22471345	22471912	ENSMUSG00000096656	0
ENSG00000211799	14	22475751	22476420	ENSMUSG00000076855	0
ENSG00000100242	22	39130730	39190148	ENSMUSG00000042524	1
ENSG00000064652	5	122179134	122365049	ENSMUSG00000024535	1
ENSG00000211801	14	22520773	22521315	ENSMUSG00000096096	0
ENSG00000158195	1	27730730	27816669	ENSMUSG00000028868	1
ENSG00000170545	12	51638342	51664674	ENSMUSG00000053559	1
ENSG00000213918	16	3661729	3730144	ENSMUSG00000005980	1
ENSG00000163697	4	40812044	41218731	ENSMUSG00000029207	1
ENSG00000167419	17	56295909	56345879	ENSMUSG00000009356	1
ENSG00000211809	14	22615949	22616587	ENSMUSG00000076861	1
ENSG00000211810	14	22631134	22631766	ENSMUSG00000076862	1
ENSG00000172890	11	71164155	71235153	ENSMUSG00000031090	0
ENSG00000196388	17	4891425	4900905	ENSMUSG00000057054	1
ENSG00000211812	14	22670477	22671262	ENSMUSG00000076863	1
ENSG00000213221	9	139253932	139258241	ENSMUSG00000075467	1
ENSG00000211813	14	22675418	22676025	ENSMUSG00000076864	1
ENSG00000211814	14	22689792	22690371	ENSMUSG00000095607	0
ENSG00000166573	18	74962505	74980858	ENSMUSG00000024553	1
ENSG00000142864	1	67873493	67896098	ENSMUSG00000036371	1
ENSG00000168539	11	62676151	62689279	ENSMUSG00000032773	1
ENSG00000180263	12	95470525	95611258	ENSMUSG00000020021	1
ENSG00000211819	14	22782922	22783351	ENSMUSG00000095958	0
ENSG00000067141	15	73344051	73597547	ENSMUSG00000032340	1
ENSG00000139746	13	79885962	79980612	ENSMUSG00000022119	1
ENSG00000211820	14	22788620	22789123	ENSMUSG00000076826	0
ENSG00000145506	5	1008944	1039058	ENSMUSG00000021567	1
ENSG00000149575	11	118032666	118047388	ENSMUSG00000070304	1
ENSG00000256463	18	76740275	76762677	ENSMUSG00000024565	1
ENSG00000108578	17	28575218	28619074	ENSMUSG00000020840	1
ENSG00000172244	5	43486803	43515247	ENSMUSG00000062822	1
ENSG00000173208	12	39943835	40013553	ENSMUSG00000055782	1
ENSG00000187796	9	139256355	139268133	ENSMUSG00000026928	1
ENSG00000173230	3	121382046	121468602	ENSMUSG00000034243	1
ENSG00000205810	12	10564911	10573194	ENSMUSG00000067610	0
ENSG00000197901	11	62703857	62752455	ENSMUSG00000024650	1
ENSG00000214367	4	2229191	2243891	ENSMUSG00000079555	1
ENSG00000165694	X	131211021	131262048	ENSMUSG00000036131	1
ENSG00000185238	11	20409076	20530840	ENSMUSG00000030505	1
ENSG00000157107	5	72251808	72386349	ENSMUSG00000041685	1
ENSG00000088756	18	6729717	6915715	ENSMUSG00000024043	1
ENSG00000137274	6	3118608	3153812	ENSMUSG00000038286	1
ENSG00000205809	12	10579453	10594899	ENSMUSG00000050241	0
ENSG00000182568	3	18386879	18487080	ENSMUSG00000023927	1
ENSG00000160593	11	118064455	118095809	ENSMUSG00000048534	1
ENSG00000196950	2	196440701	196602426	ENSMUSG00000025986	1
ENSG00000123737	4	122722472	122738176	ENSMUSG00000027714	1
ENSG00000121440	3	73431584	73674091	ENSMUSG00000035357	1
ENSG00000165684	9	139270029	139293249	ENSMUSG00000036281	1
ENSG00000141753	17	38599702	38613983	ENSMUSG00000017493	1
ENSG00000100246	22	39174513	39190203	ENSMUSG00000022420	1
ENSG00000156509	8	101145588	101158028	ENSMUSG00000048230	1
ENSG00000184445	12	123011793	123110943	ENSMUSG00000029414	1
ENSG00000173210	5	148521046	148640105	ENSMUSG00000032735	1
ENSG00000123933	4	2249159	2264021	ENSMUSG00000037235	1
ENSG00000181192	10	12110971	12165224	ENSMUSG00000025815	1
ENSG00000134308	2	9724101	9771143	ENSMUSG00000076432	1
ENSG00000116717	1	68150744	68154021	ENSMUSG00000036390	1
ENSG00000147669	8	101162812	101166230	ENSMUSG00000045996	1
ENSG00000166377	18	76829285	77138283	ENSMUSG00000024566	1
ENSG00000102471	13	80055287	80130210	ENSMUSG00000053253	1
ENSG00000134545	12	10594863	10607284	ENSMUSG00000030167	0
ENSG00000131746	17	38632080	38657849	ENSMUSG00000017607	1
ENSG00000183117	8	2792875	4852494	ENSMUSG00000060924	1
ENSG00000183741	22	39257455	39268319	ENSMUSG00000089715	1
ENSG00000172380	1	68167149	68299150	ENSMUSG00000036402	1
ENSG00000123728	X	131337053	131353471	ENSMUSG00000050029	1
ENSG00000126602	16	3701640	3767598	ENSMUSG00000005981	1
ENSG00000125414	17	10424465	10453274	ENSMUSG00000033196	1
ENSG00000181450	1	227751244	227865144	ENSMUSG00000069184	0
ENSG00000154930	20	24986868	25039616	ENSMUSG00000027452	1
ENSG00000142534	19	49999622	50002946	ENSMUSG00000003429	1
ENSG00000166321	10	74870217	74891586	ENSMUSG00000021809	1
ENSG00000165689	9	139296377	139305061	ENSMUSG00000026927	1
ENSG00000168938	5	122358945	122372436	ENSMUSG00000024538	1
ENSG00000126705	1	27860546	27930942	ENSMUSG00000037692	1
ENSG00000231213	3	146294342	146324003	ENSMUSG00000095654	1
ENSG00000136158	13	80910111	80915086	ENSMUSG00000022114	1
ENSG00000104450	8	101170134	101271506	ENSMUSG00000037617	1
ENSG00000185650	14	69254377	69263190	ENSMUSG00000021127	1
ENSG00000102316	X	54834032	54842445	ENSMUSG00000025268	1
ENSG00000118246	2	207630081	207657233	ENSMUSG00000025962	1
ENSG00000180116	12	40019969	40302102	ENSMUSG00000078932	1
ENSG00000178235	13	84451344	84456528	ENSMUSG00000075478	1
ENSG00000186866	21	46683843	46707813	ENSMUSG00000020260	1
ENSG00000138068	2	37394963	37423741	ENSMUSG00000038045	1
ENSG00000143740	1	227916240	227968927	ENSMUSG00000009894	0
ENSG00000184564	13	86366925	86373623	ENSMUSG00000045871	1
ENSG00000139352	12	103351464	103354294	ENSMUSG00000020052	1
ENSG00000143554	1	153746830	153752633	ENSMUSG00000027932	1
ENSG00000165970	11	20620946	20680831	ENSMUSG00000039728	1
ENSG00000115221	2	160956177	161128399	ENSMUSG00000026971	1
ENSG00000135185	7	86825478	86849903	ENSMUSG00000079659	1
ENSG00000165300	13	88324870	88331871	ENSMUSG00000033214	1
ENSG00000078900	1	3569084	3652765	ENSMUSG00000029026	1
ENSG00000061455	5	122424816	122529960	ENSMUSG00000069378	1
ENSG00000179399	13	92050929	93519490	ENSMUSG00000022112	1
ENSG00000166908	12	57984957	57997198	ENSMUSG00000025417	1
ENSG00000151062	12	1901123	2028002	ENSMUSG00000041460	1
ENSG00000129250	17	4901243	4931696	ENSMUSG00000020821	1
ENSG00000081692	1	227918126	227923112	ENSMUSG00000036819	1
ENSG00000000938	1	27938575	27961788	ENSMUSG00000028874	1
ENSG00000183098	13	93879095	95059655	ENSMUSG00000058571	1
ENSG00000085978	2	234118697	234204320	ENSMUSG00000026289	1
ENSG00000100987	20	25051521	25062996	ENSMUSG00000033080	1
ENSG00000116729	1	68564142	68698803	ENSMUSG00000028173	1
ENSG00000132563	5	137774706	137782658	ENSMUSG00000038555	1
ENSG00000152292	2	85645844	85664152	ENSMUSG00000052631	0
ENSG00000185888	1	228003394	228034171	ENSMUSG00000049291	1
ENSG00000089356	19	35606732	35615228	ENSMUSG00000057092	0
ENSG00000165688	9	139305110	139318213	ENSMUSG00000026926	1
ENSG00000149452	11	62756626	62783311	ENSMUSG00000063796	1
ENSG00000143816	1	228106357	228135599	ENSMUSG00000000126	1
ENSG00000163501	2	219919142	219925189	ENSMUSG00000006538	1
ENSG00000159733	4	2271309	2420390	ENSMUSG00000037224	1
ENSG00000170616	8	145554228	145559943	ENSMUSG00000048385	1
ENSG00000143614	1	153777201	153895451	ENSMUSG00000042390	1
ENSG00000080166	13	95089558	95131936	ENSMUSG00000022129	1
ENSG00000154342	1	228194752	228248961	ENSMUSG00000009900	1
ENSG00000104870	19	50010073	50029590	ENSMUSG00000003420	1
ENSG00000151229	12	40148823	40499891	ENSMUSG00000036298	1
ENSG00000110934	12	51674822	51718452	ENSMUSG00000098112	1
ENSG00000179088	12	103631369	103889749	ENSMUSG00000047129	0
ENSG00000076770	X	131503345	131623996	ENSMUSG00000036109	1
ENSG00000187736	2	219940039	220025587	ENSMUSG00000026162	0
ENSG00000174963	3	147103833	147124647	ENSMUSG00000036972	1
ENSG00000204348	6	31937587	31940069	ENSMUSG00000040482	1
ENSG00000101680	18	6941743	7117813	ENSMUSG00000032796	1
ENSG00000143761	1	228270361	228286912	ENSMUSG00000048076	1
ENSG00000160588	11	118097409	118123065	ENSMUSG00000070305	1
ENSG00000144191	2	98962618	99015064	ENSMUSG00000026114	1
ENSG00000088451	13	95226308	95248511	ENSMUSG00000022130	1
ENSG00000005381	17	56347217	56358296	ENSMUSG00000009350	1
ENSG00000204843	2	74588281	74619214	ENSMUSG00000031865	1
ENSG00000077080	7	100240720	100254084	ENSMUSG00000029712	1
ENSG00000148384	9	139323071	139334274	ENSMUSG00000026925	1
ENSG00000034239	8	49623348	49647870	ENSMUSG00000068617	1
ENSG00000179388	8	22545172	22550815	ENSMUSG00000033730	1
ENSG00000168944	5	122680579	122759286	ENSMUSG00000048799	1
ENSG00000101945	X	48553945	48567403	ENSMUSG00000039231	1
ENSG00000100298	22	39493229	39500072	ENSMUSG00000009585	0
ENSG00000137857	15	45422131	45457774	ENSMUSG00000033268	1
ENSG00000116745	1	68894505	68915642	ENSMUSG00000028174	1
ENSG00000128534	7	117824086	117832878	ENSMUSG00000044155	1
ENSG00000152749	13	95254157	95286899	ENSMUSG00000022131	1
ENSG00000134020	8	22570769	22857513	ENSMUSG00000022085	0
ENSG00000153902	19	35615417	35633355	ENSMUSG00000036560	1
ENSG00000198837	1	153901977	153919172	ENSMUSG00000042404	1
ENSG00000113805	3	74311719	74570291	ENSMUSG00000030075	1
ENSG00000138172	10	105206543	105212660	ENSMUSG00000033033	1
ENSG00000183960	3	19189946	19577138	ENSMUSG00000035580	1
ENSG00000125285	13	95361886	95364389	ENSMUSG00000061517	1
ENSG00000100307	22	39516172	39548679	ENSMUSG00000053411	1
ENSG00000106013	7	117854727	117882785	ENSMUSG00000029517	1
ENSG00000143793	1	228288427	228293112	ENSMUSG00000020441	1
ENSG00000005339	16	3775055	3930727	ENSMUSG00000022521	1
ENSG00000165973	11	20691117	21597227	ENSMUSG00000055409	1
ENSG00000115750	2	9983483	10074545	ENSMUSG00000059669	1
ENSG00000171433	X	48620154	48632064	ENSMUSG00000031163	1
ENSG00000008853	8	22844930	22877712	ENSMUSG00000022075	1
ENSG00000028203	12	95611522	95696566	ENSMUSG00000036099	1
ENSG00000172239	5	43526369	43557860	ENSMUSG00000025451	1
ENSG00000102145	X	48644962	48652716	ENSMUSG00000031162	1
ENSG00000184999	11	62905339	63137190	ENSMUSG00000022366	0
ENSG00000113504	5	1050499	1112150	ENSMUSG00000017756	1
ENSG00000106392	7	7196565	7288282	ENSMUSG00000042460	1
ENSG00000149573	11	118124118	118135251	ENSMUSG00000032092	1
ENSG00000100311	22	39619364	39640756	ENSMUSG00000000489	1
ENSG00000118263	2	207938861	208031991	ENSMUSG00000025959	1
ENSG00000010671	X	100604435	100641183	ENSMUSG00000031264	1
ENSG00000005379	17	56378592	56406152	ENSMUSG00000034156	1
ENSG00000024526	1	68939835	68962904	ENSMUSG00000028175	1
ENSG00000152795	4	83343717	83351294	ENSMUSG00000029328	1
ENSG00000173226	3	121488610	121553926	ENSMUSG00000022837	1
ENSG00000130164	19	11200038	11244492	ENSMUSG00000032193	1
ENSG00000156427	5	170846660	170884627	ENSMUSG00000057967	1
ENSG00000072110	14	69340860	69446157	ENSMUSG00000015143	1
ENSG00000197586	20	25176329	25207365	ENSMUSG00000033068	1
ENSG00000153250	2	161128662	161350305	ENSMUSG00000026970	1
ENSG00000120738	5	137801179	137805004	ENSMUSG00000038418	1
ENSG00000182271	17	28643351	28661077	ENSMUSG00000020839	1
ENSG00000145386	4	122737599	122745087	ENSMUSG00000027715	1
ENSG00000198851	11	118175260	118186890	ENSMUSG00000032093	1
ENSG00000185662	5	171212876	171221602	ENSMUSG00000020270	1
ENSG00000162592	1	3668962	3688209	ENSMUSG00000039492	0
ENSG00000125257	13	95672083	95953687	ENSMUSG00000032849	1
ENSG00000142552	19	50030875	50050219	ENSMUSG00000019539	1
ENSG00000215018	7	7395834	7575484	ENSMUSG00000068794	1
ENSG00000129654	17	74132414	74137380	ENSMUSG00000034227	1
ENSG00000165355	14	39866873	39901704	ENSMUSG00000035329	1
ENSG00000188906	12	40590546	40763087	ENSMUSG00000036273	1
ENSG00000120705	5	137841784	137878989	ENSMUSG00000024360	1
ENSG00000140829	16	72127461	72146811	ENSMUSG00000037993	1
ENSG00000063978	4	2463947	2627047	ENSMUSG00000029110	1
ENSG00000108582	17	28705923	28797007	ENSMUSG00000020841	1
ENSG00000141576	17	74138534	74236454	ENSMUSG00000052949	1
ENSG00000182325	8	145579091	145583036	ENSMUSG00000022559	1
ENSG00000019549	8	49830249	49834299	ENSMUSG00000022676	1
ENSG00000137522	11	71639747	71708643	ENSMUSG00000070426	1
ENSG00000065665	10	12171636	12211960	ENSMUSG00000025816	1
ENSG00000142546	19	50058968	50093519	ENSMUSG00000003421	1
ENSG00000148396	9	139334549	139372141	ENSMUSG00000026924	1
ENSG00000162104	16	4003388	4166186	ENSMUSG00000005580	1
ENSG00000168906	2	85766288	85772403	ENSMUSG00000053907	1
ENSG00000072803	5	171288553	171433877	ENSMUSG00000020271	1
ENSG00000009780	1	28052490	28089633	ENSMUSG00000028878	1
ENSG00000160741	1	153920145	153931101	ENSMUSG00000027936	1
ENSG00000213901	2	219940051	220035549	ENSMUSG00000026205	1
ENSG00000182871	21	46825052	46933634	ENSMUSG00000001435	1
ENSG00000040933	2	99061317	99210853	ENSMUSG00000026113	1
ENSG00000162910	1	228294380	228297013	ENSMUSG00000036860	1
ENSG00000080824	14	102547075	102606036	ENSMUSG00000021270	1
ENSG00000157111	5	72416119	72427644	ENSMUSG00000052485	1
ENSG00000100316	22	39708887	39716394	ENSMUSG00000060036	1
ENSG00000171241	16	46614466	46655538	ENSMUSG00000022322	1
ENSG00000034677	8	101269288	101348446	ENSMUSG00000022280	1
ENSG00000033122	1	70034081	70617628	ENSMUSG00000028176	1
ENSG00000178038	3	46710487	46735194	ENSMUSG00000044037	1
ENSG00000163576	3	19920964	19988517	ENSMUSG00000023931	1
ENSG00000185739	16	4239375	4292081	ENSMUSG00000022519	0
ENSG00000094631	X	48659784	48683392	ENSMUSG00000031161	1
ENSG00000235169	1	3689352	3692546	ENSMUSG00000078350	1
ENSG00000169689	17	79976578	79981983	ENSMUSG00000025144	1
ENSG00000171714	11	22214722	22304903	ENSMUSG00000055489	1
ENSG00000167286	11	118209669	118213459	ENSMUSG00000032094	1
ENSG00000138686	4	122745595	122791652	ENSMUSG00000037325	1
ENSG00000131196	18	77155856	77289325	ENSMUSG00000033016	1
ENSG00000138622	15	73612200	73661605	ENSMUSG00000032338	1
ENSG00000130764	1	3696784	3713068	ENSMUSG00000029028	1
ENSG00000178498	12	57998405	58003587	ENSMUSG00000040415	1
ENSG00000147481	8	50822349	51706678	ENSMUSG00000025909	0
